0	1
1	0.99
2	0.994
3	0.99
4	0.994
5	0.994
6	0.994
9	0.994
10	0.994
11	0.99
13	0.99
14	0.99
15	0.994
16	0.99
17	0.994
18	0.994
19	0.994
20	0.994
21	0.989
22	0.994
23	0.994
24	0.994
25	0.994
26	0.994
27	0.994
28	0.99
29	0.994
31	0.994
32	0.994
33	0.99
34	0.994
35	0.994
36	0.994
37	0.994
38	0.99
39	0.994
41	0.994
42	0.994
44	0.99
45	0.994
46	0.994
47	0.994
48	0.994
50	0.994
51	0.994
52	0.994
53	0.989
54	0.99
55	0.994
56	0.994
57	0.99
58	0.99
59	0.994
60	0.994
61	0.994
62	0.99
63	0.994
64	0.994
65	0.99
66	0.99
67	0.994
68	0.994
70	0.994
71	0.99
72	0.99
73	0.994
74	0.994
75	0.994
76	0.994
77	0.994
78	0.99
79	0.994
80	0.994
81	0.99
82	0.994
83	0.994
84	0.994
85	0.994
86	0.994
87	0.994
88	0.994
89	0.994
90	0.994
91	0.994
93	0.99
94	0.99
95	0.99
96	0.994
97	0.99
98	0.99
99	0.99
101	0.989
102	0.99
103	0.994
104	0.99
105	0.99
106	0.994
107	0.99
108	0.994
109	0.989
110	0.994
111	0.994
112	0.994
113	0.99
114	0.994
115	0.994
116	0.99
117	0.994
118	0.994
119	0.994
121	0.994
122	0.994
123	0.994
124	0.994
125	0.994
126	0.994
128	0.994
129	0.99
130	0.994
132	0.994
134	0.994
135	0.994
137	0.99
138	0.994
139	0.994
140	0.994
142	0.994
143	0.99
144	0.994
145	0.994
146	0.99
147	0.994
148	0.99
149	0.994
153	0.99
155	0.989
156	0.99
158	0.994
159	0.994
160	0.994
161	0.994
162	0.994
164	0.99
165	0.99
166	0.99
167	0.989
168	0.989
169	0.99
170	0.994
171	0.994
172	0.994
173	0.994
174	0.994
175	0.994
176	0.994
177	0.994
179	0.994
181	0.994
182	0.989
183	0.994
184	0.994
185	0.994
186	0.994
187	0.994
188	0.994
189	0.99
190	0.994
191	0.99
192	0.994
193	0.99
194	0.994
195	0.99
196	0.994
198	0.994
199	0.99
200	0.99
201	0.99
202	0.994
203	0.994
204	0.994
205	0.994
207	0.994
209	0.994
210	0.994
211	0.99
212	0.994
213	0.99
216	0.994
217	0.994
218	0.989
219	0.99
220	0.994
221	0.99
222	0.994
223	0.99
224	0.99
225	0.994
226	0.994
227	0.994
229	0.994
230	0.99
231	0.994
232	0.99
233	0.99
234	0.994
235	0.994
236	0.994
237	0.989
238	0.994
239	0.994
240 	0.99
255	0.99

