0	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	2030	2031	2032	2033	2034	2035	2036	2037	2038	2039	2040	2041	2042	2043	2044	2045	2046	2047	2048	2049	2050	2051	2052	2053	2054	2055	2056	2057	2058	2059	2060	2061	2062	2063	2064	2065	2066	2067	2068	2069	2070	2071	2072	2073	2074	2075	2076	2077	2078	2079	2080	2081	2082	2083	2084	2085	2086	2087	2088	2089	2090	2091	2092	2093	2094	2095	2096	2097	2098	2099	2100
1	1247.08	1310.73	1374.37	1438.02	1501.67	1565.32	1628.97	1692.61	1756.26	1819.91	1883.56	1968.6	2053.64	2138.68	2223.73	2308.77	2393.81	2478.85	2563.9	2648.94	2733.98	2790.39	2846.8	2903.21	2959.62	3016.03	3072.45	3128.86	3185.27	3241.68	3298.09	3336.97	3375.85	3414.73	3453.61	3492.49	3531.37	3570.24	3609.12	3648	3686.88	3739.14	3791.39	3843.64	3895.9	3948.15	4000.4	4052.66	4104.91	4157.16	4209.42	4250.2	4290.98	4331.77	4372.55	4413.33	4454.11	4494.9	4535.68	4576.46	4617.25	4683.76	4750.28	4816.79	4883.31	4949.82	5016.34	5082.86	5149.37	5215.89	5282.4	5351.52	5420.64	5489.76	5558.88	5628	5697.12	5766.24	5835.36	5904.48	5973.6	6052.03	6130.46	6208.88	6287.31	6365.74	6444.16	6522.59	6601.02	6679.45	6757.87
2	5745.26	5797.81	5850.36	5902.91	5955.46	6008.01	6060.56	6113.11	6165.66	6218.21	6270.76	6330.71	6390.66	6450.6	6510.55	6570.5	6630.45	6690.39	6750.34	6810.29	6870.24	6908.83	6947.43	6986.02	7024.62	7063.22	7101.81	7140.41	7179.01	7217.6	7256.2	7254.34	7252.49	7250.63	7248.78	7246.92	7245.06	7243.21	7241.35	7239.5	7237.64	7266.65	7295.66	7324.66	7353.67	7382.67	7411.68	7440.69	7469.69	7498.7	7527.7	7557.85	7588	7618.15	7648.29	7678.44	7708.59	7738.73	7768.88	7799.03	7829.17	7875.43	7921.69	7967.95	8014.2	8060.46	8106.72	8152.97	8199.23	8245.49	8291.75	8281.94	8272.13	8262.32	8252.51	8242.71	8232.9	8223.09	8213.28	8203.48	8193.67	8198.02	8202.37	8206.71	8211.06	8215.41	8219.76	8224.11	8228.46	8232.81	8237.16
3	43331	44612.4	45893.9	47175.3	48456.7	49738.2	51019.6	52301	53582.5	54863.9	56145.4	57768.8	59392.3	61015.8	62639.3	64262.7	65886.2	67509.7	69133.1	70756.6	72380.1	73968.4	75556.7	77145	78733.4	80321.7	81910	83498.3	85086.6	86674.9	88263.2	89779.1	91295.1	92811	94327	95842.9	97358.8	98874.8	100391	101907	103423	103688	103954	104220	104486	104752	105018	105284	105550	105816	106082	107242	108402	109562	110722	111882	113042	114203	115363	116523	117683	120055	122427	124799	127171	129542	131914	134286	136658	139030	141402	144310	147218	150125	153033	155941	158849	161757	164664	167572	170480	175046	179613	184179	188745	193312	197878	202444	207011	211577	216144
4	272.93	274.784	276.638	278.492	280.346	282.2	284.054	285.908	287.762	289.616	291.47	296.897	302.323	307.749	313.176	318.602	324.029	329.455	334.882	340.308	345.734	348.608	351.481	354.355	357.228	360.102	362.975	365.849	368.722	371.596	374.47	377.519	380.568	383.617	386.666	389.715	392.764	395.813	398.862	401.911	404.96	410.902	416.843	422.785	428.727	434.668	440.61	446.552	452.493	458.435	464.377	468.181	471.985	475.789	479.593	483.397	487.202	491.006	494.81	498.614	502.418	506.129	509.84	513.55	517.261	520.972	524.682	528.393	532.104	535.815	539.525	542.471	545.416	548.362	551.307	554.253	557.198	560.144	563.089	566.035	568.98	572.681	576.381	580.081	583.781	587.481	591.181	594.882	598.582	602.282	605.982
6	3611.31	3684.83	3758.36	3831.89	3905.42	3978.94	4052.47	4126	4199.53	4273.05	4346.58	4542.46	4738.34	4934.22	5130.09	5325.97	5521.85	5717.73	5913.6	6109.48	6305.36	6555.94	6806.53	7057.11	7307.7	7558.28	7808.87	8059.45	8310.03	8560.62	8811.2	9203.83	9596.45	9989.08	10381.7	10774.3	11167	11559.6	11952.2	12344.8	12737.5	13183.3	13629.2	14075	14520.9	14966.7	15412.6	15858.5	16304.3	16750.2	17196	17795.3	18394.6	18993.8	19593.1	20192.4	20791.7	21390.9	21990.2	22589.5	23188.8	23988.9	24789	25589.1	26389.2	27189.3	27989.4	28789.5	29589.6	30389.7	31189.9	32388.7	33587.5	34786.4	35985.2	37184	38382.9	39581.7	40780.5	41979.4	43178.2	44748.5	46318.8	47889.1	49459.4	51029.7	52600	54170.3	55740.6	57311	58881.3
9	118.139	118.252	118.364	118.477	118.589	118.702	118.815	118.927	119.04	119.152	119.265	120.895	122.525	124.156	125.786	127.416	129.046	130.676	132.306	133.937	135.567	136.439	137.311	138.183	139.055	139.927	140.799	141.671	142.543	143.415	144.287	145.502	146.717	147.932	149.146	150.361	151.576	152.791	154.006	155.221	156.436	160.02	163.605	167.189	170.773	174.357	177.942	181.526	185.11	188.694	192.279	194.541	196.804	199.067	201.329	203.592	205.855	208.118	210.38	212.643	214.906	217.296	219.686	222.077	224.467	226.857	229.247	231.637	234.028	236.418	238.808	241.703	244.599	247.494	250.389	253.285	256.18	259.075	261.97	264.866	267.761	273.553	279.346	285.138	290.93	296.722	302.515	308.307	314.099	319.892	325.684
10	116774	116886	116997	117108	117219	117331	117442	117553	117665	117776	117887	119499	121110	122721	124333	125944	127555	129167	130778	132389	134001	134863	135725	136586	137448	138310	139172	140034	140896	141758	142620	143821	145022	146223	147424	148625	149825	151026	152227	153428	154629	158172	161715	165258	168800	172343	175886	179429	182972	186515	190057	192294	194531	196767	199004	201240	203477	205714	207950	210187	212423	214786	217149	219511	221874	224236	226599	228962	231324	233687	236049	238911	241773	244635	247497	250359	253221	256082	258944	261806	264668	270393	276119	281844	287569	293295	299020	304746	310471	316196	321922
11	6549.79	6553.06	6556.33	6559.59	6562.86	6566.13	6569.4	6572.67	6575.94	6579.2	6582.47	6726.45	6870.43	7014.41	7158.39	7302.37	7446.35	7590.33	7734.31	7878.29	8022.27	8100.1	8177.93	8255.76	8333.58	8411.41	8489.24	8567.07	8644.9	8722.72	8800.55	8835.65	8870.75	8905.86	8940.96	8976.06	9011.16	9046.26	9081.37	9116.47	9151.57	9217.34	9283.1	9348.87	9414.64	9480.41	9546.18	9611.94	9677.71	9743.48	9809.25	9921.15	10033	10144.9	10256.8	10368.7	10480.6	10592.5	10704.4	10816.3	10928.2	11025.3	11122.3	11219.3	11316.4	11413.4	11510.4	11607.5	11704.5	11801.5	11898.6	12002.8	12106.9	12211.1	12315.3	12419.5	12523.7	12627.8	12732	12836.2	12940.4	13056	13171.6	13287.2	13402.8	13518.4	13634	13749.6	13865.2	13980.8	14096.4
13	239220	239649	240078	240507	240936	241366	241795	242224	242653	243082	243511	245076	246641	248206	249771	251335	252900	254465	256030	257595	259159	258893	258627	258361	258095	257830	257564	257298	257032	256766	256500	255481	254462	253443	252424	251404	250385	249366	248347	247328	246309	245812	245314	244816	244319	243821	243323	242826	242328	241830	241333	240749	240166	239582	238999	238415	237832	237248	236665	236082	235498	235223	234948	234673	234397	234122	233847	233572	233297	233022	232747	231771	230794	229818	228842	227866	226890	225914	224938	223962	222986	221951	220915	219880	218844	217809	216774	215738	214703	213667	212632
