0	1
1	0.989
2	0.989
3	0.989
4	0.99
5	0.99
6	0.989
9	0.99
10	0.989
11	0.989
13	0.989
14	0.989
15	0.989
16	0.989
17	0.99
18	0.989
19	0.99
20	0.989
21	0.988
22	0.989
23	0.989
24	0.99
25	0.989
26	0.989
27	0.989
28	0.989
29	0.989
31	0.99
32	0.989
33	0.989
34	0.989
35	0.989
36	0.989
37	0.989
38	0.989
39	0.99
41	0.989
42	0.989
44	0.989
45	0.989
46	0.989
47	0.99
48	0.989
50	0.989
51	0.989
52	0.989
53	0.988
54	0.989
55	0.989
56	0.989
57	0.989
58	0.989
59	0.99
60	0.989
61	0.989
62	0.989
63	0.989
64	0.989
65	0.989
66	0.989
67	0.989
68	0.99
70	0.989
71	0.989
72	0.989
73	0.99
74	0.99
75	0.989
76	0.989
77	0.989
78	0.989
79	0.989
80	0.99
81	0.989
82	0.99
83	0.99
84	0.99
85	0.99
86	0.989
87	0.989
88	0.989
89	0.989
90	0.989
91	0.989
93	0.989
94	0.989
95	0.989
96	0.989
97	0.989
98	0.989
99	0.989
101	0.988
102	0.989
103	0.989
104	0.989
105	0.989
106	0.989
107	0.989
108	0.99
109	0.988
110	0.989
111	0.989
112	0.989
113	0.989
114	0.989
115	0.989
116	0.989
117	0.99
118	0.989
119	0.99
121	0.989
122	0.989
123	0.989
124	0.99
125	0.989
126	0.99
128	0.99
129	0.989
130	0.99
132	0.989
134	0.99
135	0.989
137	0.989
138	0.989
139	0.989
140	0.989
142	0.989
143	0.989
144	0.99
145	0.99
146	0.989
147	0.989
148	0.989
149	0.989
153	0.989
155	0.988
156	0.989
158	0.989
159	0.989
160	0.989
161	0.989
162	0.989
164	0.989
165	0.989
166	0.989
167	0.988
168	0.988
169	0.989
170	0.989
171	0.989
172	0.99
173	0.989
174	0.99
175	0.99
176	0.99
177	0.99
179	0.99
181	0.99
182	0.988
183	0.989
184	0.989
185	0.99
186	0.989
187	0.99
188	0.989
189	0.989
190	0.99
191	0.989
192	0.989
193	0.989
194	0.989
195	0.989
196	0.989
198	0.989
199	0.989
200	0.989
201	0.989
202	0.99
203	0.989
204	0.989
205	0.989
207	0.989
209	0.99
210	0.99
211	0.989
212	0.989
213	0.989
216	0.989
217	0.989
218	0.988
219	0.989
220	0.989
221	0.989
222	0.99
223	0.989
224	0.989
225	0.99
226	0.989
227	0.989
229	0.99
230	0.989
231	0.989
232	0.989
233	0.989
234	0.989
235	0.989
236	0.989
237	0.988
238	0.989
239	0.989
240	0.989
255	0.989
