0	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010
0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000687419	0.000557686	0.000692484	0.000701991	0.000698392	0.0007399	0.00083825	0.000701822	0.000726277	0.000785098	0.000785836	0.000888261	0.001002672	0.001061673	0.000852331	0.000981778	0.001023131	0.001189337	0.001310744	0.001271381	0.0013
3	0.000537846	0.000400823	0.000314846	0.00054724	0.000586718	0.00060436	0.000475373	0.000464586	0.000487046	0.000509514	0.000548029	0.000562621	0.000641211	0.000631031	0.000764824	0.000824724	0.000863415	0.000927514	0.000898227	0.00095353	0.001018585	0.001072325	0.001057513	0.001088997	0.001109997	0.001144466	0.001101744	0.001010444	0.000897516	0.000972257	0.000914704	0.000826743	0.000846169	0.00080626	0.000784938	0.000785939	0.000753862	0.000726086	0.000730541	0.00074148	0.000746638	0.000755685	0.000840798	0.000861504	0.000897936	0.000927048	0.000938803	0.000968217	0.000991854	0.000786268	0.00079
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001192985	0.001167428	0.001078362	0.001523257	0.001514578	0.002016291	0.001968075	0.002000726	0.002308753	0.002509268	0.002524779	0.002319266	0.002358039	0.002341623	0.002269836	0.002186092	0.002253359	0.002470586	0.002682693	0.0031881	0.002763825	0.002694282	0.003017042	0.00295959	0.002815683	0.002701127	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005045885	0.005281422	0.004984657	0.005193215	0.005588237	0.00571194	0.005532798	0.005436304	0.00507211	0.004302709	0.004611727	0.005003961	0.00539988	0.005763848	0.006219445	0.006561091	0.006526403	0.0065
11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000582526	0.000563245	0.000495404	0.000371197	0.000401495	0.000447187	0.000471764	0.000512184	0.000543805	0.000554729	0.000603626	0.0006517	0.000710824	0.00076216	0.00082926	0.000901065	0.000974724	0.001102361	0.001171545	0.0013	0.0013
12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	0	0	0	0	0	0.006286019	0.00631844	0.006492071	0.006688837	0.00691415	0.007204244	0.007370464	0.007546624	0.007818086	0.008175041	0.00838328	0.008364574	0.008609856	0.008651709	0.008700512	0.008756686	0.008946521	0.009253347	0.009288215	0.009303738	0.009340523	0.009626116	0.009606074	0.009704997	0.009907994	0.010263935	0.010193339	0.010234332	0.01026725	0.0103765	0.010791028	0.011058125	0.011206647	0.011592865	0.012033991	0.012414075	0.012706305	0.012923807	0.013198786	0.013742526	0.014182635	0.014385932	0.014804137	0.015191227	0	0
14	0.004424412	0.004630684	0.004838563	0.005068584	0.005236601	0.005434327	0.005635101	0.005798486	0.005998526	0.006143036	0.006250959	0.006636542	0.007009621	0.007358039	0.007565691	0.007802402	0.00815416	0.008672672	0.008552994	0.008949428	0.009163046	0.009290569	0.009457922	0.009964694	0.009776254	0.009945447	0.010131556	0.010365982	0.010561768	0.010908846	0.011307579	0.01157686	0.011863643	0.011807522	0.011981308	0.012005766	0.012313176	0.012297626	0.012546232	0.012772054	0.013097664	0.013191561	0.013273047	0.01331587	0.013527456	0.013738964	0.013915605	0.013956182	0.01397131	0.014114502	0.014
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00048855	0.000359148	0.000259065	0.000249118	0.000269853	0.000299228	0.000338143	0.000376621	0.000455176	0.000424445	0.000458152	0.000463076	0.000495387	0.00060761	0.000820645	0.000887093	0.001217417	0.001052476	0.0011
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009365524	0.010277816	0.010680331	0.011022401	0.011244933	0.010928574	0.010515458	0.010280259	0	0	0	0	0	0
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005776647	0	0	0	0	0	0	0	0	0	0
